Using cpu device
Logging to train_data/AgriControl/ppo/deterministic/logs/elated-flower-74/PPO_0
------------------------------
| time/              |       |
|    total_timesteps      | 688128      |
| train/                  |             |
|    approx_kl            | 0.008055467 |
|    clip_fraction        | 0.0842      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.45       |
|    explained_variance   | 0.927       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.526      |
|    n_updates            | 328         |
|    policy_gradient_loss | -0.00735    |
|    std                  | 1.17        |
|    value_loss           | 0.00194     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3388.9128   |
| time/                   |             |
|    fps                  | 1019        |
|    iterations           | 43          |
|    time_elapsed         | 690         |
|    total_timesteps      | 704512      |
| train/                  |             |
|    approx_kl            | 0.008326286 |
|    clip_fraction        | 0.0904      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.47       |
|    explained_variance   | 0.86        |
|    learning_rate        | 2e-05       |
|    loss                 | -0.523      |
|    n_updates            | 336         |
|    policy_gradient_loss | -0.00699    |
|    std                  | 1.17        |
|    value_loss           | 0.00269     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3388.9128   |
| time/                   |             |
|    fps                  | 1024        |
|    iterations           | 44          |
|    time_elapsed         | 703         |
|    total_timesteps      | 720896      |
| train/                  |             |
|    approx_kl            | 0.007968668 |
|    clip_fraction        | 0.0837      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.49       |
|    explained_variance   | 0.95        |
|    learning_rate        | 2e-05       |
|    loss                 | -0.511      |
|    n_updates            | 344         |
|    policy_gradient_loss | -0.00518    |
|    std                  | 1.18        |
|    value_loss           | 0.00324     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3388.9128   |
| time/                   |             |
|    fps                  | 1030        |
|    iterations           | 45          |
|    time_elapsed         | 715         |
|    total_timesteps      | 737280      |
| train/                  |             |
|    approx_kl            | 0.007772402 |
|    clip_fraction        | 0.0797      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.51       |
|    explained_variance   | 0.917       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.515      |
|    n_updates            | 352         |
|    policy_gradient_loss | -0.00571    |
|    std                  | 1.18        |
|    value_loss           | 0.00204     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3432.5803   |
| time/                   |             |
|    fps                  | 1034        |
|    iterations           | 46          |
|    time_elapsed         | 728         |
|    total_timesteps      | 753664      |
| train/                  |             |
|    approx_kl            | 0.008408347 |
|    clip_fraction        | 0.099       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.53       |
|    explained_variance   | 0.894       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.521      |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00802    |
|    std                  | 1.19        |
|    value_loss           | 0.003       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.76e+03     |
|    ep_rew_mean          | 3432.5803    |
| time/                   |              |
|    fps                  | 1035         |
|    iterations           | 47           |
|    time_elapsed         | 743          |
|    total_timesteps      | 770048       |
| train/                  |              |
|    approx_kl            | 0.0077234395 |
|    clip_fraction        | 0.0855       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.55        |
|    explained_variance   | 0.96         |
|    learning_rate        | 2e-05        |
|    loss                 | -0.528       |
|    n_updates            | 368          |
|    policy_gradient_loss | -0.00445     |
|    std                  | 1.19         |
|    value_loss           | 0.00206      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3463.615    |
| time/                   |             |
|    fps                  | 1025        |
|    iterations           | 48          |
|    time_elapsed         | 767         |
|    total_timesteps      | 786432      |
| train/                  |             |
|    approx_kl            | 0.007783885 |
|    clip_fraction        | 0.0902      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.57       |
|    explained_variance   | 0.938       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.538      |
|    n_updates            | 376         |
|    policy_gradient_loss | -0.00738    |
|    std                  | 1.2         |
|    value_loss           | 0.00214     |
-----------------------------------------
Eval num_timesteps=800000, episode_reward=3554.96 +/- 0.00
---------------------------------------
| eval/                   |           |
|    EPI                  | -1.69     |
|    co2_cost             | 0         |
|    co2_violation        | 0         |
|    elec_cost            | 0         |
|    fixed_costs          | 4.13      |
|    heat_cost            | 2.94      |
|    mean_reward          | 3.55e+03  |
|    revenue              | 1.25      |
|    rh_violation         | 677       |
|    temp_violation       | 138       |
|    variable_costs       | 2.94      |
| time/                   |           |
|    total_timesteps      | 800000    |
| train/                  |           |
|    approx_kl            | 0.0088179 |
|    clip_fraction        | 0.101     |
|    clip_range           | 0.2       |
|    entropy_loss         | -9.59     |
|    explained_variance   | 0.959     |
|    learning_rate        | 2e-05     |
|    loss                 | -0.53     |
|    n_updates            | 384       |
|    policy_gradient_loss | -0.00625  |
|    std                  | 1.2       |
|    value_loss           | 0.00364   |
---------------------------------------
New best mean reward!
-----------------------
Saving VecNormalize to train_data/AgriControl/ppo/deterministic/envs/elated-flower-74/best_vecnormalize.pkl
-----------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 5.76e+03 |
|    ep_rew_mean     | 3463.615 |
| time/              |          |
|    fps             | 1010     |
|    iterations      | 49       |
|    time_elapsed    | 794      |
|    total_timesteps | 802816   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3463.615    |
| time/                   |             |
|    fps                  | 1010        |
|    iterations           | 50          |
|    time_elapsed         | 810         |
|    total_timesteps      | 819200      |
| train/                  |             |
|    approx_kl            | 0.007035096 |
|    clip_fraction        | 0.0832      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.61       |
|    explained_variance   | 0.972       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.533      |
|    n_updates            | 392         |
|    policy_gradient_loss | -0.00597    |
|    std                  | 1.2         |
|    value_loss           | 0.00144     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3483.3582   |
| time/                   |             |
|    fps                  | 1002        |
|    iterations           | 51          |
|    time_elapsed         | 833         |
|    total_timesteps      | 835584      |
| train/                  |             |
|    approx_kl            | 0.008803846 |
|    clip_fraction        | 0.0983      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.63       |
|    explained_variance   | 0.885       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.53       |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00742    |
|    std                  | 1.21        |
|    value_loss           | 0.00174     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3483.3582   |
| time/                   |             |
|    fps                  | 1004        |
|    iterations           | 52          |
|    time_elapsed         | 847         |
|    total_timesteps      | 851968      |
| train/                  |             |
|    approx_kl            | 0.008651915 |
|    clip_fraction        | 0.0897      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.65       |
|    explained_variance   | 0.957       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.526      |
|    n_updates            | 408         |
|    policy_gradient_loss | -0.00496    |
|    std                  | 1.21        |
|    value_loss           | 0.00346     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.76e+03     |
|    ep_rew_mean          | 3483.3582    |
| time/                   |              |
|    fps                  | 1008         |
|    iterations           | 53           |
|    time_elapsed         | 860          |
|    total_timesteps      | 868352       |
| train/                  |              |
|    approx_kl            | 0.0074771172 |
|    clip_fraction        | 0.0849       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.67        |
|    explained_variance   | 0.98         |
|    learning_rate        | 2e-05        |
|    loss                 | -0.539       |
|    n_updates            | 416          |
|    policy_gradient_loss | -0.00723     |
|    std                  | 1.21         |
|    value_loss           | 0.00123      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3497.3787   |
| time/                   |             |
|    fps                  | 1012        |
|    iterations           | 54          |
|    time_elapsed         | 874         |
|    total_timesteps      | 884736      |
| train/                  |             |
|    approx_kl            | 0.007976169 |
|    clip_fraction        | 0.0841      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.69       |
|    explained_variance   | 0.909       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.533      |
|    n_updates            | 424         |
|    policy_gradient_loss | -0.00657    |
|    std                  | 1.22        |
|    value_loss           | 0.00185     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3497.3787   |
| time/                   |             |
|    fps                  | 1013        |
|    iterations           | 55          |
|    time_elapsed         | 888         |
|    total_timesteps      | 901120      |
| train/                  |             |
|    approx_kl            | 0.008683965 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.71       |
|    explained_variance   | 0.967       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.533      |
|    n_updates            | 432         |
|    policy_gradient_loss | -0.00635    |
|    std                  | 1.22        |
|    value_loss           | 0.00262     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.76e+03     |
|    ep_rew_mean          | 3497.3787    |
| time/                   |              |
|    fps                  | 1013         |
|    iterations           | 56           |
|    time_elapsed         | 905          |
|    total_timesteps      | 917504       |
| train/                  |              |
|    approx_kl            | 0.0086502135 |
|    clip_fraction        | 0.0965       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.73        |
|    explained_variance   | 0.972        |
|    learning_rate        | 2e-05        |
|    loss                 | -0.561       |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.0074      |
|    std                  | 1.23         |
|    value_loss           | 0.00133      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3507.7803   |
| time/                   |             |
|    fps                  | 1012        |
|    iterations           | 57          |
|    time_elapsed         | 922         |
|    total_timesteps      | 933888      |
| train/                  |             |
|    approx_kl            | 0.007914045 |
|    clip_fraction        | 0.0863      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.75       |
|    explained_variance   | 0.866       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.547      |
|    n_updates            | 448         |
|    policy_gradient_loss | -0.00562    |
|    std                  | 1.23        |
|    value_loss           | 0.00211     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3507.7803   |
| time/                   |             |
|    fps                  | 1008        |
|    iterations           | 58          |
|    time_elapsed         | 941         |
|    total_timesteps      | 950272      |
| train/                  |             |
|    approx_kl            | 0.008046614 |
|    clip_fraction        | 0.0908      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.77       |
|    explained_variance   | 0.973       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.549      |
|    n_updates            | 456         |
|    policy_gradient_loss | -0.00573    |
|    std                  | 1.24        |
|    value_loss           | 0.00188     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5.76e+03   |
|    ep_rew_mean          | 3507.7803  |
| time/                   |            |
|    fps                  | 1008       |
|    iterations           | 59         |
|    time_elapsed         | 958        |
|    total_timesteps      | 966656     |
| train/                  |            |
|    approx_kl            | 0.00806245 |
|    clip_fraction        | 0.0926     |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.79      |
|    explained_variance   | 0.942      |
|    learning_rate        | 2e-05      |
|    loss                 | -0.539     |
|    n_updates            | 464        |
|    policy_gradient_loss | -0.00741   |
|    std                  | 1.24       |
|    value_loss           | 0.00159    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3516.2793   |
| time/                   |             |
|    fps                  | 1010        |
|    iterations           | 60          |
|    time_elapsed         | 972         |
|    total_timesteps      | 983040      |
| train/                  |             |
|    approx_kl            | 0.008062443 |
|    clip_fraction        | 0.0924      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.81       |
|    explained_variance   | 0.863       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.542      |
|    n_updates            | 472         |
|    policy_gradient_loss | -0.00775    |
|    std                  | 1.25        |
|    value_loss           | 0.00169     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3516.2793   |
| time/                   |             |
|    fps                  | 1012        |
|    iterations           | 61          |
|    time_elapsed         | 986         |
|    total_timesteps      | 999424      |
| train/                  |             |
|    approx_kl            | 0.008218432 |
|    clip_fraction        | 0.0912      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.84       |
|    explained_variance   | 0.968       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.543      |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.00554    |
|    std                  | 1.25        |
|    value_loss           | 0.00133     |
-----------------------------------------
Eval num_timesteps=1000000, episode_reward=3574.65 +/- 0.00
------------------------------------------
| eval/                   |              |
|    EPI                  | -1.72        |
|    co2_cost             | 0            |
|    co2_violation        | 0            |
|    elec_cost            | 0            |
|    fixed_costs          | 4.13         |
|    heat_cost            | 3.03         |
|    mean_reward          | 3.57e+03     |
|    revenue              | 1.31         |
|    rh_violation         | 413          |
|    temp_violation       | 83.9         |
|    variable_costs       | 3.03         |
| time/                   |              |
|    total_timesteps      | 1000000      |
| train/                  |              |
|    approx_kl            | 0.0078159245 |
|    clip_fraction        | 0.0834       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.86        |
|    explained_variance   | 0.951        |
|    learning_rate        | 2e-05        |
|    loss                 | -0.551       |
|    n_updates            | 488          |
|    policy_gradient_loss | -0.00543     |
|    std                  | 1.25         |
|    value_loss           | 0.00133      |
------------------------------------------
New best mean reward!
-----------------------
Saving VecNormalize to train_data/AgriControl/ppo/deterministic/envs/elated-flower-74/best_vecnormalize.pkl
-----------------------
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 5.76e+03  |
|    ep_rew_mean     | 3523.0022 |
| time/              |           |
|    fps             | 1005      |
|    iterations      | 62        |
|    time_elapsed    | 1010      |
|    total_timesteps | 1015808   |
----------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.76e+03     |
|    ep_rew_mean          | 3523.0022    |
| time/                   |              |
|    fps                  | 1007         |
|    iterations           | 63           |
|    time_elapsed         | 1024         |
|    total_timesteps      | 1032192      |
| train/                  |              |
|    approx_kl            | 0.0077112056 |
|    clip_fraction        | 0.0941       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.88        |
|    explained_variance   | 0.973        |
|    learning_rate        | 2e-05        |
|    loss                 | -0.557       |
|    n_updates            | 496          |
|    policy_gradient_loss | -0.00598     |
|    std                  | 1.26         |
|    value_loss           | 0.00243      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.76e+03     |
|    ep_rew_mean          | 3523.0022    |
| time/                   |              |
|    fps                  | 1009         |
|    iterations           | 64           |
|    time_elapsed         | 1038         |
|    total_timesteps      | 1048576      |
| train/                  |              |
|    approx_kl            | 0.0073425174 |
|    clip_fraction        | 0.0816       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.9         |
|    explained_variance   | 0.986        |
|    learning_rate        | 2e-05        |
|    loss                 | -0.56        |
|    n_updates            | 504          |
|    policy_gradient_loss | -0.00562     |
|    std                  | 1.26         |
|    value_loss           | 0.000846     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.76e+03     |
|    ep_rew_mean          | 3528.7278    |
| time/                   |              |
|    fps                  | 1011         |
|    iterations           | 65           |
|    time_elapsed         | 1053         |
|    total_timesteps      | 1064960      |
| train/                  |              |
|    approx_kl            | 0.0077561047 |
|    clip_fraction        | 0.0904       |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.91        |
|    explained_variance   | 0.926        |
|    learning_rate        | 2e-05        |
|    loss                 | -0.555       |
|    n_updates            | 512          |
|    policy_gradient_loss | -0.00647     |
|    std                  | 1.27         |
|    value_loss           | 0.00141      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3528.7278   |
| time/                   |             |
|    fps                  | 1012        |
|    iterations           | 66          |
|    time_elapsed         | 1068        |
|    total_timesteps      | 1081344     |
| train/                  |             |
|    approx_kl            | 0.008874938 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.93       |
|    explained_variance   | 0.973       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.559      |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.00569    |
|    std                  | 1.27        |
|    value_loss           | 0.00228     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.76e+03     |
|    ep_rew_mean          | 3528.7278    |
| time/                   |              |
|    fps                  | 1011         |
|    iterations           | 67           |
|    time_elapsed         | 1085         |
|    total_timesteps      | 1097728      |
| train/                  |              |
|    approx_kl            | 0.0087749325 |
|    clip_fraction        | 0.093        |
|    clip_range           | 0.2          |
|    entropy_loss         | -9.95        |
|    explained_variance   | 0.989        |
|    learning_rate        | 2e-05        |
|    loss                 | -0.53        |
|    n_updates            | 528          |
|    policy_gradient_loss | -0.00704     |
|    std                  | 1.27         |
|    value_loss           | 0.000872     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3533.364    |
| time/                   |             |
|    fps                  | 1010        |
|    iterations           | 68          |
|    time_elapsed         | 1102        |
|    total_timesteps      | 1114112     |
| train/                  |             |
|    approx_kl            | 0.007614267 |
|    clip_fraction        | 0.092       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.97       |
|    explained_variance   | 0.944       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.558      |
|    n_updates            | 536         |
|    policy_gradient_loss | -0.00668    |
|    std                  | 1.28        |
|    value_loss           | 0.00171     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3533.364    |
| time/                   |             |
|    fps                  | 1010        |
|    iterations           | 69          |
|    time_elapsed         | 1118        |
|    total_timesteps      | 1130496     |
| train/                  |             |
|    approx_kl            | 0.007992586 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.99       |
|    explained_variance   | 0.98        |
|    learning_rate        | 2e-05       |
|    loss                 | -0.576      |
|    n_updates            | 544         |
|    policy_gradient_loss | -0.00662    |
|    std                  | 1.28        |
|    value_loss           | 0.00186     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3533.364    |
| time/                   |             |
|    fps                  | 1012        |
|    iterations           | 70          |
|    time_elapsed         | 1132        |
|    total_timesteps      | 1146880     |
| train/                  |             |
|    approx_kl            | 0.008541252 |
|    clip_fraction        | 0.0932      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10         |
|    explained_variance   | 0.987       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.564      |
|    n_updates            | 552         |
|    policy_gradient_loss | -0.00667    |
|    std                  | 1.29        |
|    value_loss           | 0.000785    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3537.7568   |
| time/                   |             |
|    fps                  | 1015        |
|    iterations           | 71          |
|    time_elapsed         | 1145        |
|    total_timesteps      | 1163264     |
| train/                  |             |
|    approx_kl            | 0.007604262 |
|    clip_fraction        | 0.0812      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10         |
|    explained_variance   | 0.898       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.552      |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.00553    |
|    std                  | 1.29        |
|    value_loss           | 0.0016      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3537.7568   |
| time/                   |             |
|    fps                  | 1018        |
|    iterations           | 72          |
|    time_elapsed         | 1157        |
|    total_timesteps      | 1179648     |
| train/                  |             |
|    approx_kl            | 0.008557086 |
|    clip_fraction        | 0.0962      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10         |
|    explained_variance   | 0.982       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.576      |
|    n_updates            | 568         |
|    policy_gradient_loss | -0.00563    |
|    std                  | 1.3         |
|    value_loss           | 0.00132     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3537.7568   |
| time/                   |             |
|    fps                  | 1022        |
|    iterations           | 73          |
|    time_elapsed         | 1170        |
|    total_timesteps      | 1196032     |
| train/                  |             |
|    approx_kl            | 0.009409118 |
|    clip_fraction        | 0.095       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.1       |
|    explained_variance   | 0.972       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.555      |
|    n_updates            | 576         |
|    policy_gradient_loss | -0.0062     |
|    std                  | 1.3         |
|    value_loss           | 0.00109     |
-----------------------------------------
Eval num_timesteps=1200000, episode_reward=3570.05 +/- 0.00
------------------------------------------
| eval/                   |              |
|    EPI                  | -1.53        |
|    co2_cost             | 0            |
|    co2_violation        | 0            |
|    elec_cost            | 0            |
|    fixed_costs          | 4.13         |
|    heat_cost            | 2.84         |
|    mean_reward          | 3.57e+03     |
|    revenue              | 1.31         |
|    rh_violation         | 623          |
|    temp_violation       | 83.5         |
|    variable_costs       | 2.84         |
| time/                   |              |
|    total_timesteps      | 1200000      |
| train/                  |              |
|    approx_kl            | 0.0078065195 |
|    clip_fraction        | 0.0877       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.1        |
|    explained_variance   | 0.91         |
|    learning_rate        | 2e-05        |
|    loss                 | -0.565       |
|    n_updates            | 584          |
|    policy_gradient_loss | -0.00603     |
|    std                  | 1.3          |
|    value_loss           | 0.00146      |
------------------------------------------
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 5.76e+03  |
|    ep_rew_mean     | 3541.8623 |
| time/              |           |
|    fps             | 1018      |
|    iterations      | 74        |
|    time_elapsed    | 1190      |
|    total_timesteps | 1212416   |
----------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3541.8623   |
| time/                   |             |
|    fps                  | 1020        |
|    iterations           | 75          |
|    time_elapsed         | 1204        |
|    total_timesteps      | 1228800     |
| train/                  |             |
|    approx_kl            | 0.008577096 |
|    clip_fraction        | 0.0867      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.1       |
|    explained_variance   | 0.986       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.56       |
|    n_updates            | 592         |
|    policy_gradient_loss | -0.00472    |
|    std                  | 1.31        |
|    value_loss           | 0.00125     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3545.1611   |
| time/                   |             |
|    fps                  | 1017        |
|    iterations           | 76          |
|    time_elapsed         | 1223        |
|    total_timesteps      | 1245184     |
| train/                  |             |
|    approx_kl            | 0.008387877 |
|    clip_fraction        | 0.0972      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.1       |
|    explained_variance   | 0.947       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.563      |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.00705    |
|    std                  | 1.31        |
|    value_loss           | 0.00143     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3545.1611   |
| time/                   |             |
|    fps                  | 1015        |
|    iterations           | 77          |
|    time_elapsed         | 1242        |
|    total_timesteps      | 1261568     |
| train/                  |             |
|    approx_kl            | 0.007887002 |
|    clip_fraction        | 0.0975      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.2       |
|    explained_variance   | 0.982       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.532      |
|    n_updates            | 608         |
|    policy_gradient_loss | -0.00664    |
|    std                  | 1.32        |
|    value_loss           | 0.00207     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5.76e+03   |
|    ep_rew_mean          | 3545.1611  |
| time/                   |            |
|    fps                  | 1017       |
|    iterations           | 78         |
|    time_elapsed         | 1256       |
|    total_timesteps      | 1277952    |
| train/                  |            |
|    approx_kl            | 0.00687068 |
|    clip_fraction        | 0.089      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.2      |
|    explained_variance   | 0.985      |
|    learning_rate        | 2e-05      |
|    loss                 | -0.567     |
|    n_updates            | 616        |
|    policy_gradient_loss | -0.00524   |
|    std                  | 1.32       |
|    value_loss           | 0.00105    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3548.3193   |
| time/                   |             |
|    fps                  | 1018        |
|    iterations           | 79          |
|    time_elapsed         | 1270        |
|    total_timesteps      | 1294336     |
| train/                  |             |
|    approx_kl            | 0.008797723 |
|    clip_fraction        | 0.104       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.2       |
|    explained_variance   | 0.96        |
|    learning_rate        | 2e-05       |
|    loss                 | -0.557      |
|    n_updates            | 624         |
|    policy_gradient_loss | -0.00813    |
|    std                  | 1.33        |
|    value_loss           | 0.00137     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.76e+03     |
|    ep_rew_mean          | 3548.3193    |
| time/                   |              |
|    fps                  | 1020         |
|    iterations           | 80           |
|    time_elapsed         | 1284         |
|    total_timesteps      | 1310720      |
| train/                  |              |
|    approx_kl            | 0.0077954126 |
|    clip_fraction        | 0.0963       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.2        |
|    explained_variance   | 0.984        |
|    learning_rate        | 2e-05        |
|    loss                 | -0.556       |
|    n_updates            | 632          |
|    policy_gradient_loss | -0.00659     |
|    std                  | 1.33         |
|    value_loss           | 0.00173      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3548.3193   |
| time/                   |             |
|    fps                  | 1020        |
|    iterations           | 81          |
|    time_elapsed         | 1300        |
|    total_timesteps      | 1327104     |
| train/                  |             |
|    approx_kl            | 0.008786464 |
|    clip_fraction        | 0.0995      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.2       |
|    explained_variance   | 0.989       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.577      |
|    n_updates            | 640         |
|    policy_gradient_loss | -0.00686    |
|    std                  | 1.33        |
|    value_loss           | 0.000961    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5.76e+03    |
|    ep_rew_mean          | 3551.0867   |
| time/                   |             |
|    fps                  | 1018        |
|    iterations           | 82          |
|    time_elapsed         | 1319        |
|    total_timesteps      | 1343488     |
| train/                  |             |
|    approx_kl            | 0.008040201 |
|    clip_fraction        | 0.0934      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.2       |
|    explained_variance   | 0.953       |
|    learning_rate        | 2e-05       |
|    loss                 | -0.573      |
|    n_updates            | 648         |
|    policy_gradient_loss | -0.00619    |
|    std                  | 1.34        |
|    value_loss           | 0.00135     |
